ref	word	root	lemma	b1_huruf	b2_sarfi	b3_nahwi	b4_dalali	b5_all	wazn	bab	same_lemma_nazair	root_occurrences	has_asl
2:27:20	ٱلْخَٰسِرُونَ	خسر	خسرين	1	1	1	1	1	فَاعِلُون		31	65	1
2:28:1	كَيْفَ	كيف	كيف	1	1	1	1	1	فَعْل		82	83	0
2:28:2	تَكْفُرُونَ	كفر	كفر	1	1	1	1	1	تَفْعُلُونَ	فَعَلَ	339	525	1
2:28:3	بِٱللَّهِ	اله	الله	1	0	1	1	0			2698	2851	1
2:28:4	وَكُنتُمْ	كون	كان	1	1	1	1	1	فُلْتُمْ	فَعَلَ	1357	1390	1
2:28:5	أَمْوَٰتًا	موت	ميت	1	1	1	1	1	أَفْعَالًا		42	165	1
2:28:6	فَأَحْيَٰكُمْ	حيي	احيا	1	1	1	1	1	أَفْعَلَكُمْ	أَفْعَلَ	50	184	0
2:28:8	يُمِيتُكُمْ	موت	امات	1	1	1	1	1	يُفِعلُكُمْ	أَفْعَلَ	20	165	1
2:28:10	يُحْيِيكُمْ	حيي	احيا	1	1	1	1	1	يُفْعِلكُمْ	أَفْعَلَ	50	184	0
2:28:13	تُرْجَعُونَ	رجع	رجع	1	1	1	1	1	تُفْعَلُونَ	فَعَلَ	81	104	1
2:29:3	خَلَقَ	خلق	خلق	1	1	1	1	1	فَعَل	فَعَلَ	257	261	1
2:29:7	ٱلْأَرْضِ	ارض	ارض	1	1	1	1	1	فَعْل		460	461	1
2:29:8	جَمِيعًا	جمع	جميع	1	1	1	1	1	فَعِيلًا		52	129	1
2:29:10	ٱسْتَوَىٰٓ	سوي	استوى	1	1	1	1	1	افْتَعَل	اِفْتَعَلَ	34	83	1
2:29:12	ٱلسَّمَآءِ	سمو	سماء	1	1	1	1	1	فَعَال		309	381	1
2:29:13	فَسَوَّىٰهُنَّ	سوي	سوى	1	1	1	1	1	فَعَّلَهُنَّ	فَعَّلَ	13	83	1
2:29:14	سَبْعَ	سبع	سبع	1	1	1	1	1	فَعْل		23	28	1
2:29:15	سَمَٰوَٰتٍ	سمو	سماء	1	1	1	1	1	فَعَاوَلَت		309	381	1
2:29:17	بِكُلِّ	كلل	كل	1	1	1	1	1	فُعّ		359	377	0
2:29:18	شَىْءٍ	شيا	شىء	1	1	1	1	1	فَعْل		282	519	0
2:29:19	عَلِيمٌ	علم	عليم	1	1	1	1	1	فَعِيل		162	854	1
2:30:2	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
2:30:3	رَبُّكَ	ربب	رب	1	1	1	1	1	فَعُّكَ		974	980	0
2:30:4	لِلْمَلَٰٓئِكَةِ	ملك	ملك	1	1	1	1	1	فَعَائِلَة		154	206	1
2:30:6	جَاعِلٌ	جعل	جاعل	1	1	1	1	1	فَاعِل		5	346	0
2:30:8	ٱلْأَرْضِ	ارض	ارض	1	1	1	1	1	فَعْل		460	461	1
2:30:9	خَلِيفَةً	خلف	خليفة	1	1	1	1	1	فَعِيلَة		8	127	1
2:30:10	قَالُوٓا۟	قول	قال	1	1	1	1	1	فَعَلُوا	فَعَلَ	1617	1722	1
2:30:11	أَتَجْعَلُ	جعل	جعل	1	1	1	1	1	أَتَفْعَل	فَعَلَ	339	346	0
2:30:14	يُفْسِدُ	فسد	افسد	1	1	1	1	1	يُفْعِل	أَفْعَلَ	14	50	0
2:30:16	وَيَسْفِكُ	سفك	يسفك	1	1	1	1	1	يَفْعِل	فَعَلَ	1	2	0
2:30:17	ٱلدِّمَآءَ	دمو	دم	1	1	1	1	1	فِعَال		9	10	0
2:30:19	نُسَبِّحُ	سبح	سبح	1	1	1	1	1	نُفَعِّل	فَعَّلَ	43	92	1
2:30:20	بِحَمْدِكَ	حمد	حمد	1	1	1	1	1	فَعْلِكَ		42	63	1
2:30:21	وَنُقَدِّسُ	قدس	نقدس	1	1	1	1	1	نُفَعِّل	فَعَّلَ	0	10	1
2:30:23	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
2:30:25	أَعْلَمُ	علم	علم	1	1	1	1	1	أَفْعَل	فَعَلَ	549	854	1
2:30:28	تَعْلَمُونَ	علم	علم	1	1	1	1	1	تَفْعَلُونَ	فَعَلَ	549	854	1
2:31:1	وَعَلَّمَ	علم	علم	1	1	1	1	1	فَعَّل	فَعَّلَ	549	854	1
2:31:3	ٱلْأَسْمَآءَ	سمو	اسم	1	1	1	1	1	أَفْعَال		38	381	1
2:31:4	كُلَّهَا	كلل	كل	1	1	1	1	1	فُعَّهَا		359	377	0
2:31:6	عَرَضَهُمْ	عرض	عرض	1	1	1	1	1	فَعَلَهُمْ	فَعَلَ	21	79	1
2:31:8	ٱلْمَلَٰٓئِكَةِ	ملك	ملك	1	1	1	1	1	فَعَائِلَة		154	206	1
2:31:9	فَقَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
2:31:10	أَنۢبِـُٔونِى	نبا	انۢبا	1	1	1	1	1	أَفْعِلُونِي	أَفْعَلَ	3	160	0
2:31:11	بِأَسْمَآءِ	سمو	اسم	1	1	1	1	1	أَفْعَال		38	381	1
2:31:14	كُنتُمْ	كون	كان	1	1	1	1	1	فُلْتُمْ	فَعَلَ	1357	1390	1
2:31:15	صَٰدِقِينَ	صدق	صادق	1	1	1	1	1	فَاعِلِين		58	155	1
2:32:1	قَالُوا۟	قول	قال	1	1	1	1	1	فَعَلُوا	فَعَلَ	1617	1722	1
2:32:2	سُبْحَٰنَكَ	سبح	سبحن	1	1	1	1	1	فُعْلَانَكَ		40	92	1
2:32:4	عِلْمَ	علم	علم	1	1	1	1	1	فِعْل		549	854	1
2:32:8	عَلَّمْتَنَآ	علم	علم	1	1	1	1	1	فَعَّلْتَنَا	فَعَّلَ	549	854	1
2:32:11	ٱلْعَلِيمُ	علم	عليم	1	1	1	1	1	فَعِيل		162	854	1
2:32:12	ٱلْحَكِيمُ	حكم	حكيم	1	1	1	1	1	فَعِيل		96	210	1
2:33:1	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
2:33:3	أَنۢبِئْهُم	نبا	انۢبا	1	1	1	1	1	أَفْعِلْهُمْ	أَفْعَلَ	3	160	0
2:33:4	بِأَسْمَآئِهِمْ	سمو	اسم	1	1	1	1	1	أَفْعَالِهِمْ		38	381	1
2:33:6	أَنۢبَأَهُم	نبا	انۢبا	1	1	1	1	1	أَفْعَلَهُمْ	أَفْعَلَ	3	160	0
2:33:7	بِأَسْمَآئِهِمْ	سمو	اسم	1	1	1	1	1	أَفْعَالِهِمْ		38	381	1
2:33:8	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
2:33:10	أَقُل	قول	قال	1	1	1	1	1	أَفُل	فَعَلَ	1617	1722	1
2:33:13	أَعْلَمُ	علم	علم	1	1	1	1	1	أَفْعَل	فَعَلَ	549	854	1
2:33:14	غَيْبَ	غيب	غيب	1	1	1	1	1	فَعْل		48	60	1
2:33:15	ٱلسَّمَٰوَٰتِ	سمو	سماء	1	1	1	1	1	فَعَاوَلَت		309	381	1
2:33:16	وَٱلْأَرْضِ	ارض	ارض	1	1	1	1	1	فَعْل		460	461	1
2:33:17	وَأَعْلَمُ	علم	علم	1	1	1	1	1	أَفْعَل	فَعَلَ	549	854	1
2:33:19	تُبْدُونَ	بدو	يبدى	1	1	1	1	1	تُفْعُونَ	أَفْعَلَ	14	31	1
2:33:21	كُنتُمْ	كون	كان	1	1	1	1	1	فُلْتُمْ	فَعَلَ	1357	1390	1
2:33:22	تَكْتُمُونَ	كتم	كتم	1	1	1	1	1	تَفْعُلُونَ	فَعَلَ	20	21	1
2:34:2	قُلْنَا	قول	قال	1	1	1	1	1	فُلْنَا	فَعَلَ	1617	1722	1
2:34:3	لِلْمَلَٰٓئِكَةِ	ملك	ملك	1	1	1	1	1	فَعَائِلَة		154	206	1
2:34:4	ٱسْجُدُوا۟	سجد	سجد	1	1	1	1	1	افْعُلُوا	فَعَلَ	34	92	1
2:34:6	فَسَجَدُوٓا۟	سجد	سجد	1	1	1	1	1	فَعَلُوا	فَعَلَ	34	92	1
2:34:9	أَبَىٰ	ابي	ابى	1	1	1	1	1	فَعَل	فَعَلَ	12	13	1
2:34:10	وَٱسْتَكْبَرَ	كبر	استكبر	1	1	1	1	1	اسْتَفْعَل	اِسْتَفْعَلَ	39	161	1
2:34:11	وَكَانَ	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
2:34:13	ٱلْكَٰفِرِينَ	كفر	كفرون	1	1	1	1	1	فَاعِلِين		128	525	1
2:35:1	وَقُلْنَا	قول	قال	1	1	1	1	1	فُلْنَا	فَعَلَ	1617	1722	1
2:35:3	ٱسْكُنْ	سكن	سكن	1	1	1	1	1	افْعُل	فَعَلَ	17	69	1
2:35:5	وَزَوْجُكَ	زوج	زوج	1	1	1	1	1	فَعْلُكَ		75	81	1
2:35:6	ٱلْجَنَّةَ	جنن	جنة	1	1	1	1	1	فَعَّة		158	201	0
2:35:7	وَكُلَا	اكل	اكل	1	1	1	1	1	عُلَا	فَعَلَ	103	109	1
2:35:9	رَغَدًا	رغد	رغد	1	1	1	1	1	فَعَلًا		2	3	1
2:35:10	حَيْثُ	حيث	حيث	1	1	1	1	1	فَعْل		28	31	1
2:35:11	شِئْتُمَا	شيا	شاء	1	1	1	1	1	فِعْتُمَل	فَعَلَ	235	519	0
2:35:13	تَقْرَبَا	قرب	يقرب	1	1	1	1	1	تَفْعَلَا	فَعَلَ	10	96	1
2:35:15	ٱلشَّجَرَةَ	شجر	شجرة	1	1	1	1	1	فَعَلَة		18	27	1
2:35:16	فَتَكُونَا	كون	كان	1	1	1	1	1	تَفُعلَا	فَعَلَ	1357	1390	1
2:35:18	ٱلظَّٰلِمِينَ	ظلم	ظالم	1	1	1	1	1	فَاعِلِين		128	315	1
2:36:1	فَأَزَلَّهُمَا	زلل	ازل	1	1	1	0	0	أَفَعَّهُمَا	أَفْعَلَ	0	4	0
2:36:2	ٱلشَّيْطَٰنُ	شطن	شيطن	1	1	1	1	1	فَيْعَال		87	88	1
2:36:4	فَأَخْرَجَهُمَا	خرج	اخرج	1	1	1	1	1	أَفْعَلَهُمَا	أَفْعَلَ	98	182	1
2:36:6	كَانَا	كون	كان	1	1	1	1	1	فَعَلَا	فَعَلَ	1357	1390	1
2:36:8	وَقُلْنَا	قول	قال	1	1	1	1	1	فُلْنَا	فَعَلَ	1617	1722	1
2:36:9	ٱهْبِطُوا۟	هبط	يهبط	1	1	1	1	1	افْعِلُوا	فَعَلَ	7	8	1
2:36:10	بَعْضُكُمْ	بعض	بعض	1	1	1	1	1	فَعْلُكُمْ		156	158	1
2:36:11	لِبَعْضٍ	بعض	بعض	1	1	1	1	1	فَعْل		156	158	1
2:36:12	عَدُوٌّ	عدو	عدو	1	1	1	1	1	فَعُلّ		51	106	1
2:36:15	ٱلْأَرْضِ	ارض	ارض	1	1	1	1	1	فَعْل		460	461	1
2:36:16	مُسْتَقَرٌّ	قرر	مستقر	1	1	1	1	1	مُسْتَفَعّ		12	38	0
2:36:17	وَمَتَٰعٌ	متع	متع	1	1	1	1	1	فَعَال		52	70	1
2:36:19	حِينٍ	حين	حين	1	1	1	1	1	فِعل		34	35	1
2:37:1	فَتَلَقَّىٰٓ	لقي	تلقى	1	1	1	1	1	تَفَعَّل	تَفَعَّلَ	3	146	1
2:37:4	رَّبِّهِۦ	ربب	رب	1	1	1	1	1	فَعِّهِ		974	980	0
2:37:5	كَلِمَٰتٍ	كلم	كلمت	1	1	1	1	1	فَعِلَات		13	75	1
2:37:6	فَتَابَ	توب	تاب	1	1	1	1	1	فَعَل	فَعَلَ	62	87	1
2:37:10	ٱلتَّوَّابُ	توب	تواب	1	1	1	1	1	فَعَّال		11	87	1
2:37:11	ٱلرَّحِيمُ	رحم	رحيم	1	1	1	1	1	فَعِيل		115	339	1
2:38:1	قُلْنَا	قول	قال	1	1	1	1	1	فُلْنَا	فَعَلَ	1617	1722	1
2:38:2	ٱهْبِطُوا۟	هبط	يهبط	1	1	1	1	1	افْعِلُوا	فَعَلَ	7	8	1
2:38:4	جَمِيعًا	جمع	جميع	1	1	1	1	1	فَعِيلًا		52	129	1
2:38:6	يَأْتِيَنَّكُم	اتي	اتى	1	1	1	1	1	يَفْعِلَنَّكُمْ	فَعَلَ	534	549	0
2:38:8	هُدًى	هدي	هدى	1	1	1	1	1	فُعًل		229	316	1
2:38:10	تَبِعَ	تبع	تبع	1	1	1	1	1	فَعِل	فَعَلَ	10	172	1
2:38:11	هُدَاىَ	هدي	هدى	1	1	1	1	1	فُعَلَيَ		229	316	1
2:38:13	خَوْفٌ	خوف	خوف	1	1	1	1	1	فَعْل		25	124	1
2:38:17	يَحْزَنُونَ	حزن	يحزن	1	1	1	1	1	يَفْعَلُونَ	فَعَلَ	36	42	1
2:39:2	كَفَرُوا۟	كفر	كفر	1	1	1	1	1	فَعَلُوا	فَعَلَ	339	525	1
2:39:3	وَكَذَّبُوا۟	كذب	كذب	1	1	1	1	1	فَعَّلُوا	فَعَّلَ	251	282	1
2:39:4	بِـَٔايَٰتِنَآ	ايي	ءاية	1	1	1	1	1	فعَلَتِنَا		381	382	0
2:39:6	أَصْحَٰبُ	صحب	اصحب	1	1	1	1	1	أَفْعَال		77	97	1
2:39:7	ٱلنَّارِ	نور	نار	1	1	1	1	1	فَعَل		144	194	1
2:39:10	خَٰلِدُونَ	خلد	خلد	1	1	1	1	1	فَاعِلُون		79	87	1
2:40:1	يَٰبَنِىٓ	بني	بنى	1	1	1	1	1	يَا فَعِل		90	184	1
2:40:3	ٱذْكُرُوا۟	ذكر	ذكر	1	1	1	1	1	افْعُلُوا	فَعَلَ	195	292	1
2:40:4	نِعْمَتِىَ	نعم	نعمة	1	1	1	1	1	فِعْلَتِيَ		51	140	1
2:40:6	أَنْعَمْتُ	نعم	انعم	1	1	1	1	1	أَفْعَلْتُ	أَفْعَلَ	16	140	1
2:40:8	وَأَوْفُوا۟	وفي	اوفى	1	1	1	1	1	أَفْعُوا	أَفْعَلَ	17	66	0
2:40:9	بِعَهْدِىٓ	عهد	عهد	1	1	1	1	1	فَعْلِي		45	46	1
2:40:10	أُوفِ	وفي	اوفى	1	1	1	1	1	أُفع	أَفْعَلَ	17	66	0
2:40:11	بِعَهْدِكُمْ	عهد	عهد	1	1	1	1	1	فَعْلِكُمْ		45	46	1
2:40:13	فَٱرْهَبُونِ	رهب	يرهب	1	1	1	1	1	افْعَلُونِ	فَعَلَ	2	12	1
2:41:1	وَءَامِنُوا۟	امن	ءامن	1	1	1	1	1	فعِلُوا	أَفْعَلَ	542	879	1
2:41:3	أَنزَلْتُ	نزل	انزل	1	1	1	1	1	أَفْعَلْتُ	أَفْعَلَ	182	293	1
2:41:4	مُصَدِّقًا	صدق	مصدق	1	1	1	1	1	مُفَعِّلًا		18	155	1
2:41:8	تَكُونُوٓا۟	كون	كان	1	1	1	1	1	تَفُعلُوا	فَعَلَ	1357	1390	1
2:41:9	أَوَّلَ	اول	اول	1	1	1	1	1	فَعَّل		81	170	1
2:41:10	كَافِرٍۭ	كفر	كافر	1	1	1	1	1	فَاعِل		26	525	1
2:41:13	تَشْتَرُوا۟	شري	اشترى	1	1	1	1	1	تَفْتَعُوا	اِفْتَعَلَ	20	25	0
2:41:14	بِـَٔايَٰتِى	ايي	ءاية	1	1	1	1	1	فعَلَتِي		381	382	0
2:41:15	ثَمَنًا	ثمن	ثمن	1	1	1	1	1	فَعَلًا		11	19	1
2:41:16	قَلِيلًا	قلل	قليل	1	1	1	1	1	فَعِيلًا		69	76	0
2:41:18	فَٱتَّقُونِ	وقي	اتقى	1	1	1	1	1	اتَّقُفنِ	اِفْتَعَلَ	167	258	0
2:42:2	تَلْبِسُوا۟	لبس	لبس	1	1	1	1	1	تَفْعِلُوا	فَعَلَ	11	23	1
2:42:3	ٱلْحَقَّ	حقق	حق	1	1	1	1	1	فَعّ		266	287	0
2:42:4	بِٱلْبَٰطِلِ	بطل	بطل	1	1	1	1	1	فَاعِل		26	36	1
2:42:5	وَتَكْتُمُوا۟	كتم	كتم	1	1	1	1	1	تَفْعُلُوا	فَعَلَ	20	21	1
2:42:6	ٱلْحَقَّ	حقق	حق	1	1	1	1	1	فَعّ		266	287	0
2:42:8	تَعْلَمُونَ	علم	علم	1	1	1	1	1	تَفْعَلُونَ	فَعَلَ	549	854	1
2:43:1	وَأَقِيمُوا۟	قوم	اقام	1	1	1	1	1	أَفِعلُوا	أَفْعَلَ	55	660	1
2:43:2	ٱلصَّلَوٰةَ	صلو	صلوة	1	1	1	1	1	فَعَلَة		82	99	0
2:43:3	وَءَاتُوا۟	اتي	اتى	1	1	1	1	1	فعُولَ	أَفْعَلَ	534	549	0
2:43:4	ٱلزَّكَوٰةَ	زكو	زكوة	1	1	1	1	1	فَعَلَة		31	59	0
2:43:5	وَٱرْكَعُوا۟	ركع	يركع	1	1	1	1	1	افْعَلُوا	فَعَلَ	4	13	1
2:43:7	ٱلرَّٰكِعِينَ	ركع	راكع	1	1	1	1	1	فَاعِلِين		7	13	1
2:44:1	أَتَأْمُرُونَ	امر	امر	1	1	1	1	1	فَتَأْعُلُونَ	فَعَلَ	243	248	1
2:44:2	ٱلنَّاسَ	نوس	ناس	1	1	1	1	1	فَعَل		240	241	1
2:44:3	بِٱلْبِرِّ	برر	بر	1	1	1	1	1	فِعّ		29	32	0
2:44:4	وَتَنسَوْنَ	نسي	نسى	1	1	1	1	1	تَفْعَوْنَ	فَعَلَ	34	45	1
2:44:5	أَنفُسَكُمْ	نفس	نفس	1	1	1	1	1	أَفْعُلَكُمْ		294	298	1
2:44:7	تَتْلُونَ	تلو	تلى	1	1	1	1	1	فَتْعُونَ	فَعَلَ	60	63	1
2:44:8	ٱلْكِتَٰبَ	كتب	كتب	1	1	1	1	1	فِعَال		308	319	1
2:44:10	تَعْقِلُونَ	عقل	عقل	1	1	1	1	1	تَفْعِلُونَ	فَعَلَ	48	49	1
2:45:1	وَٱسْتَعِينُوا۟	عون	استعين	1	1	1	1	1	اسْتَفِعلُوا	اِسْتَفْعَلَ	3	11	0
2:45:2	بِٱلصَّبْرِ	صبر	صبر	1	1	1	1	1	فَعْل		72	103	1
2:45:3	وَٱلصَّلَوٰةِ	صلو	صلوة	1	1	1	1	1	فَعَلَة		82	99	0
2:45:5	لَكَبِيرَةٌ	كبر	كبيرة	1	1	1	1	1	فَعِيلَة		6	161	1
2:45:8	ٱلْخَٰشِعِينَ	خشع	خاشع	1	1	1	1	1	فَاعِلِين		13	17	1
2:46:2	يَظُنُّونَ	ظنن	ظن	1	1	1	1	1	يَفُعُّونَ	فَعَلَ	67	69	0
2:46:4	مُّلَٰقُوا۟	لقي	ملقوا	1	1	1	1	1	مُفَاعُل		3	146	1
2:46:5	رَبِّهِمْ	ربب	رب	1	1	1	1	1	فَعِّهِمْ		974	980	0
2:46:8	رَٰجِعُونَ	رجع	رجعون	1	1	1	1	1	فَاعِلُون		3	104	1
2:47:1	يَٰبَنِىٓ	بني	بنى	1	1	1	1	1	يَا فَعِل		90	184	1
2:47:3	ٱذْكُرُوا۟	ذكر	ذكر	1	1	1	1	1	افْعُلُوا	فَعَلَ	195	292	1
2:47:4	نِعْمَتِىَ	نعم	نعمة	1	1	1	1	1	فِعْلَتِيَ		51	140	1
2:47:6	أَنْعَمْتُ	نعم	انعم	1	1	1	1	1	أَفْعَلْتُ	أَفْعَلَ	16	140	1
2:47:9	فَضَّلْتُكُمْ	فضل	فضل	1	1	1	1	1	فَعَّلْتُكُمْ	فَعَّلَ	100	104	1
2:47:11	ٱلْعَٰلَمِينَ	علم	علمين	1	1	1	1	1	فَاعَلِين		72	854	1
2:48:1	وَٱتَّقُوا۟	وقي	اتقى	1	1	1	1	1	اتَّقُفا	اِفْتَعَلَ	167	258	0
2:48:2	يَوْمًا	يوم	يوم	1	1	1	1	1	فَعْلًا		404	405	0
2:48:4	تَجْزِى	جزي	جزى	1	1	1	1	1	تَفْعِل	فَعَلَ	72	118	0
2:48:5	نَفْسٌ	نفس	نفس	1	1	1	1	1	فَعْل		294	298	1
2:48:7	نَّفْسٍ	نفس	نفس	1	1	1	1	1	فَعْل		294	298	1
2:48:8	شَيْـًٔا	شيا	شىء	1	1	1	1	1	فَعْلًا		282	519	0
2:48:10	يُقْبَلُ	قبل	يقبل	1	1	1	1	1	يُفْعَل	فَعَلَ	8	294	1
2:48:12	شَفَٰعَةٌ	شفع	شفعة	1	1	1	1	1	فَعَالَة		12	31	1
2:48:14	يُؤْخَذُ	اخذ	اخذ	1	1	1	1	1	يُفْعَل	فَعَلَ	135	273	1
2:48:16	عَدْلٌ	عدل	عدل	1	1	1	1	1	فَعْل		27	28	1
2:48:19	يُنصَرُونَ	نصر	نصر	1	1	1	1	1	يُفْعَلُونَ	فَعَلَ	80	158	1
2:49:2	نَجَّيْنَٰكُم	نجو	نجى	1	1	1	1	1	فَعَّيْنَلَكُمْ	فَعَّلَ	36	84	1
2:49:4	ءَالِ	اول	ءال	1	1	1	1	1	فل		25	170	1
2:49:6	يَسُومُونَكُمْ	سوم	يسوم	1	1	1	1	1	يَفُعلُونَكُمْ	فَعَلَ	3	15	1
2:49:7	سُوٓءَ	سوا	سوء	1	1	1	1	1	فُعل		58	167	0
2:49:8	ٱلْعَذَابِ	عذب	عذاب	1	1	1	1	1	فَعَال		321	373	1
2:49:9	يُذَبِّحُونَ	ذبح	يذبح	1	1	1	1	1	يُفَعِّلُونَ	فَعَّلَ	2	9	1
2:49:10	أَبْنَآءَكُمْ	بني	ابن	1	1	1	1	1	أَفْعَالَكُمْ		62	184	1
2:49:11	وَيَسْتَحْيُونَ	حيي	يستحىۦ	1	1	1	1	1	يَسْتَفْعُونَ	اِسْتَفْعَلَ	8	184	0
2:49:12	نِسَآءَكُمْ	نسو	نساء	1	1	1	1	1	فِعَالَكُمْ		58	59	0
2:49:15	بَلَآءٌ	بلو	بلاء	1	1	1	1	1	فَعَال		5	38	0
2:49:17	رَّبِّكُمْ	ربب	رب	1	1	1	1	1	فَعِّكُمْ		974	980	0
2:49:18	عَظِيمٌ	عظم	عظيم	1	1	1	1	1	فَعِيل		119	128	1
2:50:2	فَرَقْنَا	فرق	فرق	1	1	1	1	1	فَعَلْنَا	فَعَلَ	15	72	1
2:50:4	ٱلْبَحْرَ	بحر	بحر	1	1	1	1	1	فَعْل		40	42	0
2:50:5	فَأَنجَيْنَٰكُمْ	نجو	انجى	1	1	1	1	1	أَفْعَيْنَلَكُمْ	أَفْعَلَ	22	84	1
2:50:6	وَأَغْرَقْنَآ	غرق	اغرق	1	1	1	1	1	أَفْعَلْنَا	أَفْعَلَ	16	23	1
2:50:7	ءَالَ	اول	ءال	1	1	1	1	1	فل		25	170	1
2:50:10	تَنظُرُونَ	نظر	نظر	1	1	1	1	1	تَفْعُلُونَ	فَعَلَ	87	129	1
2:51:2	وَٰعَدْنَا	وعد	وعد	1	1	1	1	1	فَاعَلْنَا	فَاعَلَ	122	151	1
2:51:4	أَرْبَعِينَ	ربع	اربع	1	1	1	1	1	أَفْعَلِين		6	22	1
2:51:5	لَيْلَةً	ليل	ليلة	1	1	1	1	1	فَعْلَة		7	92	0
2:51:7	ٱتَّخَذْتُمُ	اخذ	اتخذ	1	1	1	1	1	فتَّعَلْتُمُ	اِفْتَعَلَ	123	273	1
2:51:8	ٱلْعِجْلَ	عجل	عجل	1	1	1	1	1	فِعْل		20	47	1
2:51:10	بَعْدِهِۦ	بعد	بعد	1	1	1	1	1	فَعْلِهِ		206	235	1
2:51:12	ظَٰلِمُونَ	ظلم	ظالم	1	1	1	1	1	فَاعِلُون		128	315	1
2:52:2	عَفَوْنَا	عفو	عفا	1	1	1	1	1	فَعَلْنَا	فَعَلَ	26	35	1
2:52:5	بَعْدِ	بعد	بعد	1	1	1	1	1	فَعْل		206	235	1
2:52:8	تَشْكُرُونَ	شكر	شكر	1	1	1	1	1	تَفْعُلُونَ	فَعَلَ	46	75	1
2:53:2	ءَاتَيْنَا	اتي	اتى	1	1	1	1	1	فعَيْنَلَ	أَفْعَلَ	534	549	0
2:53:4	ٱلْكِتَٰبَ	كتب	كتب	1	1	1	1	1	فِعَال		308	319	1
2:53:5	وَٱلْفُرْقَانَ	فرق	فرقان	1	1	1	1	1	فُعْلَان		6	72	1
2:53:7	تَهْتَدُونَ	هدي	اهتدى	1	1	1	1	1	تَفْتَعُونَ	اِفْتَعَلَ	39	316	1
2:54:2	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
2:54:4	لِقَوْمِهِۦ	قوم	قوم	1	1	1	1	1	فَعْلِهِ		382	660	1
2:54:5	يَٰقَوْمِ	قوم	قوم	1	1	1	1	1	يَا فَعْلِ		382	660	1
2:54:7	ظَلَمْتُمْ	ظلم	ظلم	1	1	1	1	1	فَعَلْتُمْ	فَعَلَ	134	315	1
2:54:8	أَنفُسَكُم	نفس	نفس	1	1	1	1	1	أَفْعُلَكُمْ		294	298	1
2:54:9	بِٱتِّخَاذِكُمُ	اخذ	اتخاذ	1	1	1	1	1	فتِّعَالِكُمُ		0	273	1
2:54:10	ٱلْعِجْلَ	عجل	عجل	1	1	1	1	1	فِعْل		20	47	1
2:54:11	فَتُوبُوٓا۟	توب	تاب	1	1	1	1	1	فُعلُوا	فَعَلَ	62	87	1
2:54:13	بَارِئِكُمْ	برا	باري	1	1	1	1	1	فَاعِلِكُمْ		2	31	1
2:54:14	فَٱقْتُلُوٓا۟	قتل	قتل	1	1	1	1	1	افْعُلُوا	فَعَلَ	150	170	1
2:54:15	أَنفُسَكُمْ	نفس	نفس	1	1	1	1	1	أَفْعُلَكُمْ		294	298	1
2:54:17	خَيْرٌ	خير	خير	1	1	1	1	1	فَعْل		177	196	1
2:54:19	عِندَ	عند	عند	1	1	1	1	1	فِعْل		196	201	1
2:54:20	بَارِئِكُمْ	برا	باري	1	1	1	1	1	فَاعِلِكُمْ		2	31	1
2:54:21	فَتَابَ	توب	تاب	1	1	1	1	1	فَعَل	فَعَلَ	62	87	1
2:54:25	ٱلتَّوَّابُ	توب	تواب	1	1	1	1	1	فَعَّال		11	87	1
2:54:26	ٱلرَّحِيمُ	رحم	رحيم	1	1	1	1	1	فَعِيل		115	339	1
2:55:2	قُلْتُمْ	قول	قال	1	1	1	1	1	فُلْتُمْ	فَعَلَ	1617	1722	1
2:55:5	نُّؤْمِنَ	امن	ءامن	1	1	1	1	1	نُفْعِل	أَفْعَلَ	542	879	1
2:55:8	نَرَى	راي	رءا	1	1	1	1	1	نَفَل	فَعَلَ	270	328	0
2:55:9	ٱللَّهَ	اله	الله	1	0	1	1	0			2698	2851	1
2:55:10	جَهْرَةً	جهر	جهرة	1	1	1	1	1	فَعْلَة		2	16	1
2:55:11	فَأَخَذَتْكُمُ	اخذ	اخذ	1	1	1	1	1	فَعَلَتْكُمُ	فَعَلَ	135	273	1
2:55:12	ٱلصَّٰعِقَةُ	صعق	صاعقة	1	1	1	1	1	فَاعِلَة		7	11	1
2:55:14	تَنظُرُونَ	نظر	نظر	1	1	1	1	1	تَفْعُلُونَ	فَعَلَ	87	129	1
2:56:2	بَعَثْنَٰكُم	بعث	بعث	1	1	1	1	1	فَعَلْنَاكُمْ	فَعَلَ	55	67	1
2:56:4	بَعْدِ	بعد	بعد	1	1	1	1	1	فَعْل		206	235	1
2:56:5	مَوْتِكُمْ	موت	موت	1	1	1	1	1	فَعْلِكُمْ		49	165	1
2:56:7	تَشْكُرُونَ	شكر	شكر	1	1	1	1	1	تَفْعُلُونَ	فَعَلَ	46	75	1
