root_normalized,root_raw,asl_text,asl_preamble,asl_count,asl_status,source,edition,confidence
اود,أود,الهمزة والواو والدال أصل واحد، وهو العطف والانثناء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
اور,أور,الهمزة والواو والراء أصل واحد، وهو الحر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
اوس,أوس,الهمزة والواو والسين كلمة واحدة، وهي العطية,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
اوق,أوق,الهمزة والواو والقاف أصلان: ال,,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
اول,أول,وهو مبتدأ الشيء، والمؤنثة الأولى، مثل أفعل وفعلى، وجمع الأولى أوليات مثل الأخرى ||| قال الخليل: الأيل الذكر من الوعول، والجمع أيائل,الهمزة والواو واللام أصلان: ابتداء الأمر وانتهاؤه. أما الأول,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
اون,أون,الهمزة والواو والنون كلمة واحدة تدل على الرفق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
اوه,أوه,الهمزة والواو والهاء كلمة ليست أصلا يقاس عليها,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
اوى,أوى,التجمع ||| الإشفاق,الهمزة والواو والياء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
اي,أي,كلمة تعجب واستفهام، يقال: تأييت - على تفعلت - أي: تمكثت,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ايد,أيد,الهمزة والياء والدال أصل واحد، يدل على القوة والحفظ,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
اير,أير,الهمزة والياء والراء كلمة واحدة وهي الريح,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ايس,أيس,الهمزة والياء والسين ليس أصل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ايض,أيض,الهمزة والياء والضاد كلمة واحدة تدل على الرجوع والعود، يقال: آض يئيض: إذا رجع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ايق,أيق,الهمزة والياء والقاف كلمة واحدة لا يقاس عليها,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ايك,أيك,الهمزة والياء والكاف أصل واحد، وهي اجتماع شجر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ايم,أيم,الهمزة والياء والميم ثلاثة أصول متب,,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
اين,أين,الهمزة والياء والنون يدل على الإعياء، وقرب الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ايه,أيه,وأما الهمزة والياء والهاء فهو حرف واحد، يقال: أيه تأييها: إذا صوت,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ايى,أيى,الهمزة والياء والياء أصل واحد، وهو النظر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
باس,بأس,الباء والهمزة والسين أصل واحد، والشدة و [ما] ضارعها,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
باو,بأو,الباء والهمزة والواو كلمة واحدة، وهو البأو، وهو العجب,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بب,بب,الباء والباء في المضاعف ليس أصلا، لأنه حكاية صوت,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بة,بة,إذا لزمت، وأبن القوم بمحلة أقاموا,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بت,بت,القطع ||| ضرب من اللباس,الباء والتاء له وجهان وأصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بتر,بتر,الباء والتاء والراء أصل واحد، وهو القطع قبل أن تتمه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بتع,بتع,الباء والتاء والعين أصل واحد يدل على القوة والشدة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بتك,بتك,الباء والتاء والكاف أصل واحد، وهو القطع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بتل,بتل,الباء والتاء واللام أصل واحد، يدل على إبانة الشيء من غيره,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بث,بث,الباء والثاء أصل واحد، وهو تفريق الشيء وإظهاره; يقال: بثوا الخيل في الغارة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بثا,بثا,الباء والثاء والألف كلمة واحدة لا يقاس عليها ولا يشتق منها، وهي البثاء: أرض سهلة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بثر,بثر,الباء والثاء والراء أصل واحد، وهو انقطاع الشيء مع دوام وسهولة وكثرة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بثع,بثع,الباء والثاء والعين كلمة واحدة تدل على مثل الأصل الذي قبلها,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بثق,بثق,الباء والثاء والقاف يدل على التفتح في الماء وغيره,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بثن,بثن,الباء والثاء والنون أصل واحد يدل على السهولة واللين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بج,بج,الباء والجيم يدل على أصل واحد وهو التفتح,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بجح,بجح,والباء والجيم والحاء كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بجد,بجد,دخلة الأمر وباطنه ||| جنس من اللباس,الباء والجيم والدال أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بجر,بجر,الباء والجيم والراء أصل واحد، وهو تعقد الشيء وتجمعه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بجس,بجس,الباء والجيم والسين: تفتح الشيء بالماء خاصة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بجل,بجل,قولهم بجل بمعنى حسب ||| قولهم للرجل العظيم: بجال وبجيل ||| وهو عرق في باطن الذراع,الباء والجيم واللام أصول ثلاثة: أحدها الكفاف والاحتساب، والآخر الشيء العظيم، والثالث عرق,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بجم,بجم,الباء والجيم والميم أصل واحد، وهو من الجمع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بح,بح,أن لا يصفو صوت ذي الصوت ||| سعة الشيء وانفساحه,الباء والحاء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بحت,بحت,الباء والحاء والتاء، يدل على خلوص الشيء وألا يخلطه غيره,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بحث,بحث,الباء والحاء والثاء أصل واحد، يدل على إثارة الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بحر,بحر,الباء والحاء والراء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بحن,بحن,الباء والحاء والنون أصل واحد يدل على الضخم، يقال: جلة بحونة، أي: ضخمة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بخ,بخ,الباء والخاء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بخت,بخت,الباء والخاء والتاء كلمة ذكرها ابن دريد، زعم أن البخت من الجمال عربية صحيحة، [وأنشد] : لبن البخت في قصاع الخلنج,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بخد,بخد,باب الباء والخاء والدال,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بخر,بخر,الباء والخاء والراء أصل واحد، وهي رائحة أو ريح تثور,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بخس,بخس,الباء والخاء والسين أصل واحد، وهو النقص,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بخص,بخص,الباء والخاء والصاد كلمة واحدة، وهي لحمة خاصة: يقال: للحمة العين بخصة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بخع,بخع,الباء والخاء والعين أصل واحد، وهو القتل وما داناه من إذلال وقهر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بخق,بخق,الباء والخاء والقاف أصل واحد وكلمة واحدة، يقال: بخقت عينه إذا ضربتها حتى تعورها,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بخل,بخل,الباء والخاء واللام كلمة واحدة، وهي: البخل والبخل,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بخو,بخو,الباء والخاء والواو، كلمة واحدة لا يقاس عليها,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بد,بد,الباء والدال في المضاعف أصل واحد، وهو التفرق وتباعد ما بين الشيئين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بدا,بدأ,الباء والدال والهمزة من افتتاح الشيء، يقال: بدأت بالأمر وابتدأت، من الابتداء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بدح,بدح,الباء والدال والحاء أصل واحد ترد إليه فروع متشابهة، وما بعد ذلك فكله محمول على غيره أو مبدل منه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بدر,بدر,كمال الشيء وامتلاؤه ||| الإسراع إلى الشيء,الباء والدال والراء، أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بدع,بدع,ابتداء الشيء وصنعه لا عن مثال ||| الانقطاع والكلال,الباء والدال والعين أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بدغ,بدغ,الباء والدال والغين، ليست فيه كلمة أصلية، لأن الدال في أحد أصولها مبدلة من طاء، وهو قولهم بدغ الرجل: إذا تلطخ بالشر، وهو بدغ من الرجال,,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بدل,بدل,الباء والدال واللام أصل واحد، وهو قيام الشيء مقام الشيء الذاهب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بدن,بدن,الباء والدال والنون أصل واحد، وهو شخص الشيء دون شواه، وشواه أطرافه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بده,بده,الباء والدال والهاء أصل واحد يدل على أول الشيء والذي يفاجئ منه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بدو,بدو,الباء والدال والواو أصل واحد، وهو ظهور الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بذ,بذ,الباء والذال أصل واحد، وهو الغلبة والقهر والإذلال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بذا,بذأ,الباء والذال والهمزة أصل واحد، وهو خروج الشيء عن طريقة الإحماد، تقول: هو بذيء اللسان، وقد بذأت على فلان أبذأ بذاء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بذج,بذج,الباء والذال والجيم أصل واحد ليس من كلام العرب، بل هي كلمة معربة، وهي البذج من ولد الضأن، والجمع بذجان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بذح,بذح,الباء والذال والحاء أصل واحد، وهو الشق والتشريح وما قارب ذلك,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بذخ,بذخ,الباء والذال والخاء أصل واحد، وهو العلو والتعظم,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بذر,بذر,الباء والذال والراء أصل واحد، وهو نثر الشيء وتفريقه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
بذع,بذع,الباء والذال والعين، كلمة واحدة فيها نظر ولا يقاس عليها، يقولون بذعته وأبذعته: إذا أفزعته,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بذل,بذل,الباء والذال واللام كلمة واحدة، وهو ترك صيانة الشيء، يقال: بذلت الشيء بذلا، فأنا باذل وهو مبذول، وابتذلته ابتذالا,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
بر,بر,الباء والراء في المضاعف أربعة أصول: الصدق، وحكاية صوت، وخلاف البحر، ونبت,,4,has_asl,maqayis_openiti,Harun_DarAlFikr,high
برا,برأ,الخلق، يقال: برأ الله الخلق يبرؤهم برءا ||| التباعد من الشيء ومزايلته، من ذلك البرء وهو السلامة من السقم، يقال: برئت وبرأت,فأما الباء والراء والهمزة فأصلان إليهما ترجع فروع الباب,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
برت,برت,الباء والراء والتاء أصل واحد، وهو أن يغل الشيء وغولا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
برث,برث,الباء والراء والثاء أصل واحد، وهي الأرض السهلة، يقال للأرض السهلة برث، والجمع براث,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
