ref	root	class	hamza	pos	wazn
11:119:4	ربب	مضاعف	-	N	فَعُّكَ
11:119:7	تمم	مضاعف	-	V	فَعَّت
11:119:9	ربب	مضاعف	-	N	فَعِّكَ
11:120:1	كلل	مضاعف	-	N	فُعًّا
11:120:11	جيا	أجوف	2	V	فَاءَكَ
11:120:14	حقق	مضاعف	-	N	فَعّ
11:120:17	امن	صحيح سالم	0	N	مُؤْمِنِين
11:120:2	قصص	مضاعف	-	V	نَفُعّ
11:121:1	قول	أجوف	-	V	فُل
11:121:4	امن	صحيح سالم	0	V	يُؤْمِنُونَ
11:121:7	كون	أجوف	-	N	مَفَانَتِكُمْ
11:123:1	اله	صحيح سالم	0	PN	لَّه
11:123:13	ربب	مضاعف	-	N	فَعُّكَ
11:123:8	كلل	مضاعف	-	N	فُعُّهُ
11:12:17	جيا	أجوف	2	V	فَاء
11:12:25	كلل	مضاعف	-	N	فُعّ
11:12:26	شيا	أجوف	2	N	فَعْء
11:12:7	ضيق	أجوف	-	N	فَائِق
11:13:12	طوع	أجوف	-	V	اسْتَفَعْتُمْ
11:13:17	كون	أجوف	-	V	فُنْتُمْ
11:13:3	فري	ناقص	-	V	افْتَعَاهُ
11:13:4	قول	أجوف	-	V	فُل
11:13:5	اتي	ناقص	0	V	فْعُوا
11:14:2	جوب	أجوف	-	V	يَسْتَفِيبُعا
11:15:2	كون	أجوف	-	V	فَان
11:15:3	رود	أجوف	-	V	يُفِيد
11:15:4	حيي	لفيف	-	N	فَعَاة
11:15:5	دنو	ناقص	-	ADJ	فُعْيَا
11:15:7	وفي	لفيف	-	V	نُفَعّ
11:16:15	كون	أجوف	-	V	فَانُعا
11:16:8	نور	أجوف	-	N	فَار
11:17:14	امم	مضاعف	0	N	فِعَالًا
11:17:17	امن	صحيح سالم	0	V	يُؤْمِنُونَ
11:17:2	كون	أجوف	-	V	فَان
11:17:24	نور	أجوف	-	N	فَار
11:17:27	كون	أجوف	-	V	تَف
11:17:32	حقق	مضاعف	-	N	فَعّ
11:17:34	ربب	مضاعف	-	N	فَعِّكَ
11:17:37	نوس	أجوف	-	N	فَاس
11:17:39	امن	صحيح سالم	0	V	يُؤْمِنُونَ
11:17:6	ربب	مضاعف	-	N	فَعِّهِ
11:18:11	ربب	مضاعف	-	N	فَعِّهِمْ
11:18:18	ربب	مضاعف	-	N	فَعِّهِمْ
11:19:2	صدد	مضاعف	-	V	يَفُعُّونَ
11:19:6	بغي	ناقص	-	V	يَفْعُونَهَا
11:1:4	ايي	لفيف	0	N	فعَاتُهُ
11:20:19	كون	أجوف	-	V	فَانُعا
11:20:20	طوع	أجوف	-	V	يَسْتَفِيعُعنَ
11:20:23	كون	أجوف	-	V	فَانُعا
11:20:8	كون	أجوف	-	V	فَان
11:21:5	ضلل	مضاعف	-	V	فَعّ
11:21:8	كون	أجوف	-	V	فَانُعا
11:21:9	فري	ناقص	-	V	يَفْتَعُونَ
11:23:11	جنن	مضاعف	-	PN	فَعَّة
11:23:8	ربب	مضاعف	-	N	فَعِّهِمْ
11:24:4	صمم	مضاعف	-	N	أَفَعّ
11:26:7	خوف	أجوف	-	V	أَفَاف
11:27:1	قول	أجوف	-	V	فَال
11:27:13	راي	ناقص	1	V	نَفَعكَ
11:27:19	بدو	ناقص	-	N	فَاعِي
11:27:22	راي	ناقص	1	V	نَفَى
11:27:28	ظنن	مضاعف	-	V	نَفُعُّكُمْ
11:27:8	راي	ناقص	1	V	نَفَعكَ
11:28:1	قول	أجوف	-	V	فَال
11:28:5	كون	أجوف	-	V	فُنْتُ
11:28:9	ربب	مضاعف	-	N	فَعِّي
11:29:17	لقي	ناقص	-	N	مُفَاعُو
11:29:18	ربب	مضاعف	-	N	فَعِّهِمْ
11:29:20	راي	ناقص	1	V	أَفَعكُمْ
11:29:5	مول	أجوف	-	N	فَالًا
11:31:20	اتي	ناقص	0	V	يُؤْتِيَهُمُ
11:32:1	قول	أجوف	-	V	فَالُعا
11:32:11	كون	أجوف	-	V	فُنْتَ
11:32:7	اتي	ناقص	0	V	فْعِنَا
11:32:9	وعد	مثال	-	V	تَعِدُنَا
11:33:1	قول	أجوف	-	V	فَال
11:33:7	شيا	أجوف	2	V	فَاء
11:34:10	كون	أجوف	-	V	فَان
11:34:12	رود	أجوف	-	V	يُفِيد
11:34:16	ربب	مضاعف	-	N	فَعُّكُمْ
11:34:5	رود	أجوف	-	V	أَفَدْتُ
11:35:10	برا	صحيح سالم	2	N	فَعِيء
11:35:3	فري	ناقص	-	V	افْتَعَاهُ
11:35:4	قول	أجوف	-	V	فُل
11:36:14	باس	صحيح سالم	1	V	تَفْتَئِس
11:36:16	كون	أجوف	-	V	فَانُعا
11:36:6	امن	صحيح سالم	0	V	يُؤْمِن
11:38:11	قول	أجوف	-	V	فَال
11:38:3	كلل	مضاعف	-	T	فُعَّمَا
11:38:4	مرر	مضاعف	-	V	فَعّ
11:39:10	قوم	أجوف	-	N	مُفِيم
11:39:7	حلل	مضاعف	-	V	يَفِعّ
11:3:12	سمو	ناقص	-	N	مُفَعًّى
11:3:13	اتي	ناقص	0	V	يُؤْت
11:3:14	كلل	مضاعف	-	N	فُعّ
11:3:19	ولي	لفيف	-	V	تَفَعَّوْا
11:3:21	خوف	أجوف	-	V	أَفَاف
11:3:3	ربب	مضاعف	-	N	فَعَّكُمْ
11:40:11	كلل	مضاعف	-	N	فُعّ
11:40:26	قلل	مضاعف	-	N	فَعِيل
11:40:3	جيا	أجوف	2	V	فَاء
11:40:5	فور	أجوف	-	V	فَار
11:40:7	قول	أجوف	-	V	فُلْنَا
11:41:1	قول	أجوف	-	V	فَال
11:41:4	سمو	ناقص	-	N	فْع
11:41:6	جري	ناقص	-	N	مَفْعَاهَا
11:41:7	رسو	ناقص	-	N	مُفْعَاهَا
11:41:9	ربب	مضاعف	-	N	فَعِّي
11:42:10	كون	أجوف	-	V	فَان
11:42:17	كون	أجوف	-	V	تَفُن
11:42:7	ندو	ناقص	-	V	فَاعَى
11:42:9	بني	ناقص	-	N	افْعَهُ
11:43:1	قول	أجوف	-	V	فَال
11:43:18	حول	أجوف	-	V	فَال
11:43:21	كون	أجوف	-	V	فَان
11:43:7	موه	أجوف	-	N	فَاء
11:43:8	قول	أجوف	-	V	فَال
11:44:1	قول	أجوف	-	V	فِيل
11:44:11	سوي	لفيف	-	V	افْتَعَت
11:44:14	قول	أجوف	-	V	فِيل
11:44:4	موه	أجوف	-	N	فَاءَكِ
11:44:5	سمو	ناقص	-	N	يَا فَعَاء
11:44:8	موه	أجوف	-	N	فَاء
11:45:1	ندو	ناقص	-	V	فَاعَى
11:45:12	حقق	مضاعف	-	N	فَعّ
11:45:3	ربب	مضاعف	-	N	فَعَّهُ
11:45:4	قول	أجوف	-	V	فَال
11:45:5	ربب	مضاعف	-	N	فَعِّ
11:46:1	قول	أجوف	-	V	فَال
11:46:19	وعظ	مثال	-	V	أَعِظُكَ
11:47:1	قول	أجوف	-	V	فَال
11:47:17	كون	أجوف	-	V	أَفُن
11:47:2	ربب	مضاعف	-	N	فَعِّ
11:48:1	قول	أجوف	-	V	فِيل
11:48:12	امم	مضاعف	0	N	فُعَل
11:48:15	مسس	مضاعف	-	V	يَفَعُّهُمْ
11:48:9	امم	مضاعف	0	N	فُعَل
11:49:19	وقي	لفيف	-	N	مُتَّقِين
11:49:8	كون	أجوف	-	V	فُنْتَ
11:4:6	كلل	مضاعف	-	N	فُعّ
11:4:7	شيا	أجوف	2	N	فَعْء
11:50:17	فري	ناقص	-	N	مُفْتَعُون
11:50:2	عود	أجوف	-	PN	فَاد
11:50:3	اخو	ناقص	0	N	فَعَاهُمْ
11:50:5	قول	أجوف	-	V	فَال
11:52:10	درر	مضاعف	-	N	مِفْعَالًا
11:52:11	زيد	أجوف	-	V	يَفِدْكُمْ
11:52:12	قوي	لفيف	-	N	فُعَّة
11:52:14	قوي	لفيف	-	N	فُعَّتِكُمْ
11:52:16	ولي	لفيف	-	V	تَتَفَعَّوْا
11:52:3	ربب	مضاعف	-	N	فَعَّكُمْ
11:52:8	سمو	ناقص	-	N	فَعَاء
11:53:1	قول	أجوف	-	V	فَالُعا
11:53:15	امن	صحيح سالم	0	N	مُؤْمِنِين
11:53:4	جيا	أجوف	2	V	فِئْتَنَا
11:54:14	برا	صحيح سالم	2	N	فَعِيء
11:54:4	عرو	ناقص	-	V	افْتَعَاكَ
11:54:7	سوا	أجوف	2	N	فُعء
11:54:8	قول	أجوف	-	V	فَال
11:56:15	ربب	مضاعف	-	N	فَعِّي
11:56:18	قوم	أجوف	-	N	مُسْتَفِيم
11:56:5	ربب	مضاعف	-	N	فَعِّي
11:56:6	ربب	مضاعف	-	N	فَعِّكُمْ
11:56:9	دبب	مضاعف	-	N	فَاعَّة
11:57:10	ربب	مضاعف	-	N	فَعِّي
11:57:14	ضرر	مضاعف	-	V	تَفُعُّونَهُ
11:57:17	ربب	مضاعف	-	N	فَعِّي
11:57:19	كلل	مضاعف	-	N	فُعّ
11:57:2	ولي	لفيف	-	V	تَفَعَّوْا
11:57:20	شيا	أجوف	2	N	فَعْء
11:58:11	نجو	ناقص	-	V	فَعَّيْنَاهُمْ
11:58:2	جيا	أجوف	2	V	فَاء
11:58:4	نجو	ناقص	-	V	فَعَّيْنَا
11:59:10	كلل	مضاعف	-	N	فُعّ
11:59:2	عود	أجوف	-	PN	فَاد
11:59:4	ايي	لفيف	0	N	فعَات
11:59:5	ربب	مضاعف	-	N	فَعِّهِمْ
11:59:6	عصي	ناقص	-	V	فَعَوْا
11:5:10	ثوب	أجوف	-	N	فِيَابَهُمْ
11:5:13	سرر	مضاعف	-	V	يُفِعُّونَ
11:5:3	ثني	ناقص	-	V	يَفْعُونَ
11:5:5	خفي	ناقص	-	V	يَسْتَفْعُوا
11:60:10	عود	أجوف	-	PN	فَادًا
11:60:12	ربب	مضاعف	-	N	فَعَّهُمْ
11:60:15	عود	أجوف	-	PN	فَاد
11:60:4	دنو	ناقص	-	N	فُعْيَا
11:60:7	قوم	أجوف	-	N	فِيَامَة
11:61:25	ربب	مضاعف	-	N	فَعِّي
11:61:27	جوب	أجوف	-	N	مُفِيب
11:61:3	اخو	ناقص	0	N	فَعَاهُمْ
11:61:5	قول	أجوف	-	V	فَال
11:62:1	قول	أجوف	-	V	فَالُعا
11:62:14	ابو	ناقص	0	N	فعَاؤُنَا
11:62:17	شكك	مضاعف	-	N	فَعّ
11:62:4	كون	أجوف	-	V	فُنْتَ
11:62:9	نهي	ناقص	-	V	أَتَفْعَانَا
11:63:1	قول	أجوف	-	V	فَال
11:63:5	كون	أجوف	-	V	فُنْتُ
11:63:9	ربب	مضاعف	-	N	فَعِّي
11:64:13	مسس	مضاعف	-	V	تَفَعُّوهَا
11:64:14	سوا	أجوف	2	N	فُعء
11:64:3	نوق	أجوف	-	N	فَاقَة
11:64:6	ايي	لفيف	0	N	فعَة
11:64:7	وذر	مثال	-	V	ذَرُفهَا
11:65:2	قول	أجوف	-	V	فَال
11:65:5	دور	أجوف	-	N	فَارِكُمْ
11:65:7	يوم	لفيف	-	N	أَفَّام
11:66:15	ربب	مضاعف	-	N	فَعَّكَ
11:66:18	عزز	مضاعف	-	ADJ	فَعِيل
11:66:2	جيا	أجوف	2	V	فَاء
11:66:4	نجو	ناقص	-	V	فَعَّيْنَا
11:67:7	دور	أجوف	-	N	فِيَارِهِمْ
11:68:3	غني	ناقص	-	V	يَفْعَوْا
11:68:9	ربب	مضاعف	-	N	فَعَّهُمْ
11:69:13	جيا	أجوف	2	V	فَاء
11:69:2	جيا	أجوف	2	V	فَاءَت
11:69:6	قول	أجوف	-	V	فَالُعا
11:69:8	قول	أجوف	-	V	فَال
11:6:11	قرر	مضاعف	-	N	مُسْتَفَعَّهَا
11:6:13	كلل	مضاعف	-	N	فُعّ
11:6:3	دبب	مضاعف	-	N	فَاعَّة
11:70:10	خوف	أجوف	-	N	فِيفَة
11:70:11	قول	أجوف	-	V	فَالُعا
11:70:13	خوف	أجوف	-	V	تَفَف
11:70:5	وصل	مثال	-	V	تَصِل
11:71:2	قوم	أجوف	-	N	فَائِمَة
11:71:7	وري	لفيف	-	N	فَعَاء
11:72:1	قول	أجوف	-	V	فَالَت
11:72:11	شيا	أجوف	2	N	فَعْء
11:72:3	ولد	مثال	-	V	أَأَلِد
11:73:1	قول	أجوف	-	V	فَالُعا
11:74:6	جيا	أجوف	2	V	فَاءَتْهُ
11:75:5	نوب	أجوف	-	N	مُفِيب
11:76:14	ردد	مضاعف	-	N	مَفْعُول
11:76:7	جيا	أجوف	2	V	فَاء
11:76:9	ربب	مضاعف	-	N	فَعِّكَ
11:77:10	قول	أجوف	-	V	فَال
11:77:2	جيا	أجوف	2	V	فَاءَت
11:77:5	سوا	أجوف	2	V	فِيء
11:77:7	ضيق	أجوف	-	V	فَاق
11:78:1	جيا	أجوف	2	V	فَاءَهُ
11:78:10	قول	أجوف	-	V	فَال
11:78:17	وقي	لفيف	-	V	اتَّقُفا
11:78:20	خزي	ناقص	-	V	تُفْعُونِ
11:78:7	كون	أجوف	-	V	فَانُعا
11:78:9	سوا	أجوف	2	N	فَيِّئَات
11:79:1	قول	أجوف	-	V	فَالُعا
11:79:13	رود	أجوف	-	V	نُفِيد
11:79:7	بني	ناقص	-	N	فَعَاتِكَ
11:79:9	حقق	مضاعف	-	N	فَعّ
11:7:12	موه	أجوف	-	N	فَاء
11:7:18	قول	أجوف	-	V	فُلْتَ
11:7:7	ستت	مضاعف	-	N	فِعَّل
11:7:8	يوم	لفيف	-	N	أَفَّام
11:7:9	كون	أجوف	-	V	فَان
11:80:1	قول	أجوف	-	V	فَال
11:80:11	شدد	مضاعف	-	ADJ	فَعِيل
11:80:6	قوي	لفيف	-	N	فُعَّة
11:81:1	قول	أجوف	-	V	فَالُعا
11:81:21	صوب	أجوف	-	N	مُفِيبُهَا
11:81:23	صوب	أجوف	-	V	أَفَابَهُمْ
11:81:5	ربب	مضاعف	-	N	فَعِّكَ
11:81:7	وصل	مثال	-	V	يَصِلُفا
11:81:9	سري	ناقص	-	V	أَفْع
11:82:2	جيا	أجوف	2	V	فَاء
11:82:5	علو	ناقص	-	N	فَاعِيَهَا
11:83:3	ربب	مضاعف	-	N	فَعِّكَ
11:84:17	وزن	مثال	-	N	مِيزَان
11:84:19	راي	ناقص	1	V	أَفَعكُمْ
11:84:22	خوف	أجوف	-	V	أَفَاف
11:84:26	حوط	أجوف	-	N	مُفِيط
11:84:3	اخو	ناقص	0	N	فَعَاهُمْ
11:84:5	قول	أجوف	-	V	فَال
11:85:2	وفي	لفيف	-	V	أَفْعُوا
11:85:4	وزن	مثال	-	N	مِيزَان
11:85:8	نوس	أجوف	-	N	فَاس
11:86:6	كون	أجوف	-	V	فُنْتُمْ
11:86:7	امن	صحيح سالم	0	N	مُؤْمِنِين
11:87:1	قول	أجوف	-	V	فَالُعا
11:87:16	شيا	أجوف	2	V	نَفَاء
11:87:3	صلو	ناقص	-	N	أَفَعَاتُكَ
11:87:9	ابو	ناقص	0	N	فعَاؤُنَا
11:88:1	قول	أجوف	-	V	فَال
11:88:15	رود	أجوف	-	V	أُفِيد
11:88:20	نهي	ناقص	-	V	أَفْعَاكُمْ
11:88:23	رود	أجوف	-	V	أُفِيد
11:88:27	طوع	أجوف	-	V	اسْتَفَعْتُ
11:88:35	نوب	أجوف	-	V	أُفِيب
11:88:5	كون	أجوف	-	V	فُنْتُ
11:88:9	ربب	مضاعف	-	N	فَعِّي
11:89:4	شقق	مضاعف	-	N	فِعَالِي
11:89:6	صوب	أجوف	-	V	يُفِيبَكُمْ
11:89:9	صوب	أجوف	-	V	أَفَاب
11:8:17	حيق	أجوف	-	V	فَاق
11:8:20	كون	أجوف	-	V	فَانُعا
11:8:22	هزا	صحيح سالم	2	V	يَسْتَفْعِئُونَ
11:8:6	امم	مضاعف	0	N	فُعَّة
11:8:7	عدد	مضاعف	-	N	مَفْعُولَة
11:90:2	ربب	مضاعف	-	N	فَعَّكُمْ
11:90:7	ربب	مضاعف	-	N	فَعِّي
11:90:9	ودد	مضاعف	-	ADJ	فَعُول
11:91:1	قول	أجوف	-	V	فَالُعا
11:91:18	عزز	مضاعف	-	N	فَعِيل
11:91:9	راي	ناقص	1	V	نَفَعكَ
11:92:1	قول	أجوف	-	V	فَال
11:92:12	ربب	مضاعف	-	N	فَعِّي
11:92:15	حوط	أجوف	-	N	مُفِيط
11:92:4	عزز	مضاعف	-	N	أَفَعّ
11:92:9	وري	لفيف	-	LOC	فَعَاءَكُمْ
11:93:4	كون	أجوف	-	N	مَفَانَتِكُمْ
11:94:17	دور	أجوف	-	N	فِيَارِهِمْ
11:94:2	جيا	أجوف	2	V	فَاء
11:94:4	نجو	ناقص	-	V	فَعَّيْنَا
11:95:3	غني	ناقص	-	V	يَفْعَوْا
11:96:4	ايي	لفيف	0	N	فعَاتِنَا
11:97:3	ملا	صحيح سالم	2	N	فَعَئِهِ
11:98:4	قوم	أجوف	-	N	فِيَامَة
11:98:6	نور	أجوف	-	N	فَار
11:98:7	باس	صحيح سالم	1	V	فِئْس
11:99:6	قوم	أجوف	-	N	فِيَامَة
11:99:7	باس	صحيح سالم	1	V	فِئْس
11:9:10	ياس	مثال	1	N	فَئُوس
11:9:2	ذوق	أجوف	-	V	أَفَقْنَا
12:100:17	ربب	مضاعف	-	N	فَعِّي
12:100:18	حقق	مضاعف	-	N	فَعًّا
12:100:26	جيا	أجوف	2	V	فَاء
12:100:39	ربب	مضاعف	-	N	فَعِّي
12:100:42	شيا	أجوف	2	V	يَفَاء
12:100:5	خرر	مضاعف	-	V	فَعُّوا
12:100:8	قول	أجوف	-	V	فَال
12:100:9	ابو	ناقص	0	N	يَف أَعَتِ
12:101:1	ربب	مضاعف	-	N	فَعِّ
12:101:16	دنو	ناقص	-	N	فُعْيَا
12:102:8	كون	أجوف	-	V	فُنْتَ
12:103:3	نوس	أجوف	-	N	فَاس
12:103:6	امن	صحيح سالم	0	N	مُؤْمِنِين
12:105:3	ايي	لفيف	0	N	فعَة
12:105:7	مرر	مضاعف	-	V	يَفُعُّونَ
12:106:2	امن	صحيح سالم	0	V	يُؤْمِن
12:107:10	سوع	أجوف	-	N	فَاعَة
12:107:4	غشو	ناقص	-	N	فَاعِيَة
12:108:1	قول	أجوف	-	V	فُل
12:109:18	كون	أجوف	-	V	فَان
12:109:23	دور	أجوف	-	N	فَار
12:109:27	وقي	لفيف	-	V	اتَّقَفْا
12:10:1	قول	أجوف	-	V	فَال
12:10:10	جبب	مضاعف	-	N	فُعّ
12:10:15	كون	أجوف	-	V	فُنْتُمْ
12:10:2	قول	أجوف	-	N	فَائِل
12:10:7	لقي	ناقص	-	V	أَفْعُوهُ
12:110:11	نجو	ناقص	-	V	فُعِّي
12:110:13	شيا	أجوف	2	V	نَفَاء
12:110:15	ردد	مضاعف	-	V	يُفَعّ
12:110:5	ظنن	مضاعف	-	V	فَعُّوا
12:110:9	جيا	أجوف	2	V	فَاءَهُمْ
12:111:18	كلل	مضاعف	-	N	فُعّ
12:111:19	شيا	أجوف	2	N	فَعْء
12:111:2	كون	أجوف	-	V	فَان
12:111:23	امن	صحيح سالم	0	V	يُؤْمِنُونَ
12:111:4	قصص	مضاعف	-	N	فَعَلِهِمْ
12:111:7	لبب	مضاعف	-	N	أَفْعَال
12:111:9	كون	أجوف	-	V	فَان
12:11:1	قول	أجوف	-	V	فَالُعا
12:11:2	ابو	ناقص	0	N	يَف أَعَانَا
12:12:3	غدو	ناقص	-	N	فَعًا
12:13:1	قول	أجوف	-	V	فَال
12:13:10	ذاب	صحيح سالم	1	N	فِئْب
12:13:7	خوف	أجوف	-	V	أَفَاف
12:14:1	قول	أجوف	-	V	فَالُعا
12:14:4	ذاب	صحيح سالم	1	N	فِئْب
12:15:12	نبا	صحيح سالم	2	V	تُفَعِّئَنَّهُمْ
12:15:9	جبب	مضاعف	-	N	فُعّ
12:16:1	جيا	أجوف	2	V	فَاءُوا
12:16:2	ابو	ناقص	0	N	فَعَاهُمْ
12:16:3	عشو	ناقص	-	N	فِعَاء
12:16:4	بكي	ناقص	-	V	يَفْعُونَ
12:17:1	قول	أجوف	-	V	فَالُعا
12:17:11	ذاب	صحيح سالم	1	N	فِئْب
12:17:14	امن	صحيح سالم	0	N	مُؤْمِن
12:17:17	كون	أجوف	-	V	فُنَّا
12:17:2	ابو	ناقص	0	N	يَف أَعَانَا
12:18:1	جيا	أجوف	2	V	فَاءُوا
12:18:15	عون	أجوف	-	N	مُسْتَفَان
12:18:18	وصف	مثال	-	V	تَصِفُفنَ
12:18:4	دمو	ناقص	-	N	فَع
12:18:6	قول	أجوف	-	V	فَال
12:19:1	جيا	أجوف	2	V	فَاءَت
12:19:11	سرر	مضاعف	-	V	أَفَعُّوهُ
12:19:5	دلو	ناقص	-	V	أَفْعَى
12:19:7	قول	أجوف	-	V	فَال
12:1:3	ايي	لفيف	0	N	فعَات
12:20:1	شري	ناقص	-	V	فَعَوْهُ
12:20:5	عدد	مضاعف	-	ADJ	مَفْعُولَة
12:20:6	كون	أجوف	-	V	فَانُعا
12:21:1	قول	أجوف	-	V	فَال
12:21:13	اخذ	صحيح سالم	0	V	نَتَّخِذَهُ
12:21:3	شري	ناقص	-	V	افْتَعَاهُ
12:21:30	نوس	أجوف	-	N	فَاس
12:21:8	ثوي	لفيف	-	N	مَفْعَاهُ
12:22:3	شدد	مضاعف	-	N	أَفُعَّهُ
12:23:10	قول	أجوف	-	V	فَالَت
12:23:13	قول	أجوف	-	V	فَال
12:23:14	عوذ	أجوف	-	N	مَفَاذ
12:23:17	ربب	مضاعف	-	N	فَعِّي
12:24:10	ربب	مضاعف	-	N	فَعِّهِ
12:24:14	سوا	أجوف	2	N	فُعء
12:24:2	همم	مضاعف	-	V	فَعَّت
12:24:4	همم	مضاعف	-	V	فَعّ
12:25:10	بوب	أجوف	-	N	فَاب
12:25:11	قول	أجوف	-	V	فَالَت
12:25:13	جزي	ناقص	-	N	فَعَاء
12:25:15	رود	أجوف	-	V	أَفَاد
12:25:2	بوب	أجوف	-	N	فَاب
12:25:3	قدد	مضاعف	-	V	فَعَّت
12:25:7	لفو	ناقص	-	V	أَفْعَيَا
12:25:8	سود	أجوف	-	N	فَيِّدَهَا
12:26:1	قول	أجوف	-	V	فَال
12:26:11	كون	أجوف	-	V	فَان
12:26:13	قدد	مضاعف	-	V	فُعّ
12:27:2	كون	أجوف	-	V	فَان
12:27:4	قدد	مضاعف	-	V	فُعّ
12:28:4	قدد	مضاعف	-	V	فُعّ
12:28:7	قول	أجوف	-	V	فَال
12:29:10	خطا	صحيح سالم	2	N	فَاعِئِين
12:29:8	كون	أجوف	-	V	فُنْتِ
12:30:1	قول	أجوف	-	V	فَال
12:30:13	حبب	مضاعف	-	N	فُعًّا
12:30:15	راي	ناقص	1	V	نَفَعهَا
12:30:17	ضلل	مضاعف	-	N	فَعَال
12:30:6	عزز	مضاعف	-	ADJ	فَعِيل
12:30:8	فتي	ناقص	-	N	فَعَاهَا
12:31:10	كلل	مضاعف	-	N	فُعّ
12:31:14	قول	أجوف	-	V	فَالَت
12:31:22	قول	أجوف	-	V	فُلْنَ
12:31:23	حوش	أجوف	-	N	فَاش
12:31:24	اله	صحيح سالم	0	PN	لَّه
12:31:8	وكا	مثال	2	N	مُتَّكَأ
12:31:9	اتي	ناقص	0	V	فعَت
12:32:1	قول	أجوف	-	V	فَالَت
12:32:4	لوم	أجوف	-	V	فُمْتُنَّنِي
12:33:1	قول	أجوف	-	V	فَال
12:33:13	صبو	ناقص	-	V	أَفْع
12:33:15	كون	أجوف	-	V	أَفُن
12:33:2	ربب	مضاعف	-	N	فَعِّ
12:33:4	حبب	مضاعف	-	ADJ	أَفَعّ
12:34:1	جوب	أجوف	-	V	اسْتَفَاب
12:34:3	ربب	مضاعف	-	N	فَعُّهُ
12:35:2	بدو	ناقص	-	V	فَعَا
12:35:7	راي	ناقص	1	V	فَعَوُا
12:35:8	ايي	لفيف	0	N	فعَات
12:36:11	قول	أجوف	-	V	فَال
12:36:25	راي	ناقص	1	V	نَفَعكَ
12:36:5	قول	أجوف	-	V	فَال
12:37:1	قول	أجوف	-	V	فَال
12:37:15	ربب	مضاعف	-	N	فَعِّي
12:37:18	ملل	مضاعف	-	N	فِعَّة
12:37:21	امن	صحيح سالم	0	V	يُؤْمِنُونَ
12:38:14	شيا	أجوف	2	N	فَعْء
12:38:2	ملل	مضاعف	-	N	فِعَّة
12:38:21	نوس	أجوف	-	N	فَاس
12:38:24	نوس	أجوف	-	N	فَاس
12:38:3	ابو	ناقص	0	N	فعَائِي
12:38:8	كون	أجوف	-	V	فَان
12:39:3	ربب	مضاعف	-	N	أَأَفْعَال
12:3:12	كون	أجوف	-	V	فُنْتَ
12:3:2	قصص	مضاعف	-	V	نَفُعّ
12:3:5	قصص	مضاعف	-	N	فَعَل
12:40:19	اله	صحيح سالم	0	PN	لَّه
12:40:27	قوم	أجوف	-	ADJ	فَيِّم
12:40:30	نوس	أجوف	-	N	فَاس
12:40:6	سمو	ناقص	-	N	أَفْعَاء
12:40:9	ابو	ناقص	0	N	فعَاؤُكُمْ
12:41:6	ربب	مضاعف	-	N	فَعَّهُ
12:42:1	قول	أجوف	-	V	فَال
12:42:10	نسي	ناقص	-	V	أَفْعَاهُ
12:42:13	ربب	مضاعف	-	N	فَعِّهِ
12:42:18	سنو	ناقص	-	N	فِعِين
12:42:3	ظنن	مضاعف	-	V	فَعّ
12:42:5	نجو	ناقص	-	N	فَاع
12:42:9	ربب	مضاعف	-	N	فَعِّكَ
12:43:1	قول	أجوف	-	V	فَال
12:43:22	كون	أجوف	-	V	فُنْتُمْ
12:43:23	راي	ناقص	1	N	فُّؤْيَع
12:43:4	راي	ناقص	1	V	أَفَى
12:44:1	قول	أجوف	-	V	فَالُعا
12:45:1	قول	أجوف	-	V	فَال
12:45:3	نجو	ناقص	-	V	فَعَا
12:45:5	ذكر	صحيح سالم	-	V	ادَّكَر
12:45:7	امم	مضاعف	0	N	فُعَّة
12:45:9	نبا	صحيح سالم	2	V	أُفَعِّئُكُمْ
12:46:20	نوس	أجوف	-	N	فَاس
12:46:4	فتي	ناقص	-	V	أَفْعِنَا
12:47:1	قول	أجوف	-	V	فَال
12:47:12	قلل	مضاعف	-	N	فَعِيلًا
12:47:4	سنو	ناقص	-	N	فِعِين
12:47:8	وذر	مثال	-	V	ذَرُفهُ
12:48:13	قلل	مضاعف	-	N	فَعِيلًا
12:48:7	شدد	مضاعف	-	ADJ	فِعَال
12:49:6	عوم	أجوف	-	N	فَام
12:49:8	غيث	أجوف	-	V	يُفَاث
12:49:9	نوس	أجوف	-	N	فَاس
12:4:2	قول	أجوف	-	V	فَال
12:4:4	ابو	ناقص	0	N	فَعِيهِ
12:4:5	ابو	ناقص	0	N	يَف أَعَتِ
12:50:1	قول	أجوف	-	V	فَال
12:50:11	ربب	مضاعف	-	N	فَعِّكَ
12:50:14	بول	أجوف	-	N	فَال
12:50:20	ربب	مضاعف	-	N	فَعِّي
12:50:6	جيا	أجوف	2	V	فَاءَهُ
12:50:8	قول	أجوف	-	V	فَال
12:51:1	قول	أجوف	-	V	فَال
