ref	word	relation	relation_ar	reason
2:203:13	وَمَن	conj	معطوف	tabi-non-nominal:COND:معطوف
2:203:15	فَلَآ	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:205:12	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
2:206:7	ٱلْعِزَّةُ	Subj	مفعول به	case-conflict:مفعول به
2:208:8	وَلَا	root	root	non-nominal-pos:PRO:root
2:209:1	فَإِن	root	root	non-nominal-pos:COND:root
2:209:7	ٱلْبَيِّنَٰتُ	Subj	مفعول به	case-conflict:مفعول به
2:210:1	هَلْ	root	root	non-nominal-pos:INTG:root
2:210:3	إِلَّآ	res	حصر	non-nominal-pos:RES:حصر
2:210:4	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:211:4	كَمْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
2:211:9	وَمَن	root	root	non-nominal-pos:COND:root
2:213:20	وَمَا	root	root	non-nominal-pos:NEG:root
2:213:23	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
2:214:3	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:214:6	وَلَمَّا	root	root	non-nominal-pos:NEG:root
2:214:14	ٱلْبَأْسَآءُ	Subj	مفعول به	case-conflict:مفعول به
2:214:23	مَتَىٰ	link	متعلق	non-nominal-pos:INTG:متعلق
2:214:24	نَصْرُ	Obj	مفعول به	case-conflict:مفعول به
2:214:26	أَلَآ	root	root	non-nominal-pos:INC:root
2:215:2	مَاذَا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
2:215:5	مَآ	Obj	مفعول به	non-nominal-pos:COND:مفعول به
2:215:15	وَمَا	root	root	non-nominal-pos:COND:root
2:216:8	أَن	Subj	فاعل	non-nominal-pos:SUB:فاعل
2:216:15	أَن	Subj	فاعل	non-nominal-pos:SUB:فاعل
2:216:24	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
2:217:8	قِتَالٌ	Obj	مفعول به	case-conflict:مفعول به
2:217:29	وَلَا	root	root	non-nominal-pos:NEG:root
2:217:36	إِنِ	root	root	non-nominal-pos:COND:root
2:217:38	وَمَن	root	root	non-nominal-pos:COND:root
2:217:46	فَأُو۟لَٰٓئِكَ	rslt	جواب الشرط	no-case:جواب الشرط:DEM
2:219:7	إِثْمٌ	Obj	مفعول به	case-conflict:مفعول به
2:219:16	مَاذَا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
2:220:8	إِصْلَاحٌ	Obj	مفعول به	case-conflict:مفعول به
2:220:11	وَإِن	root	root	non-nominal-pos:COND:root
2:220:19	وَلَوْ	root	root	non-nominal-pos:COND:root
2:221:1	وَلَا	root	root	non-nominal-pos:PRO:root
2:221:11	وَلَوْ	circ	حال	non-nominal-pos:SUB:حال
2:221:13	وَلَا	conj	معطوف	tabi-non-nominal:PRO:معطوف
2:221:23	وَلَوْ	circ	حال	non-nominal-pos:SUB:حال
2:222:11	وَلَا	root	root	non-nominal-pos:PRO:root
2:223:6	أَنَّىٰ	link	متعلق	non-nominal-pos:INTG:متعلق
2:224:1	وَلَا	root	root	non-nominal-pos:PRO:root
2:224:6	أَن	App	بدل	tabi-non-nominal:SUB:بدل
2:225:1	لَّا	root	root	non-nominal-pos:NEG:root
2:225:7	وَلَٰكِن	root	root	non-nominal-pos:AMD:root
2:226:8	فَإِن	root	root	non-nominal-pos:COND:root
2:227:1	وَإِنْ	conj	معطوف	tabi-non-nominal:COND:معطوف
2:228:6	وَلَا	root	root	non-nominal-pos:NEG:root
2:228:9	أَن	Subj	فاعل	non-nominal-pos:SUB:فاعل
2:228:16	إِن	root	root	non-nominal-pos:COND:root
2:228:27	إِنْ	root	root	non-nominal-pos:COND:root
2:229:8	وَلَا	root	root	non-nominal-pos:NEG:root
2:229:11	أَن	Subj	فاعل	non-nominal-pos:SUB:فاعل
2:229:16	إِلَّآ	exp	مستثني	non-nominal-pos:EXP:مستثني
2:229:17	أَن	root	root	non-nominal-pos:SUB:root
2:229:19	أَلَّا	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:229:23	فَإِنْ	root	root	non-nominal-pos:COND:root
2:229:25	أَلَّا	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:229:29	فَلَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:229:38	فَلَا	root	root	non-nominal-pos:PRO:root
2:229:40	وَمَن	root	root	non-nominal-pos:COND:root
2:229:44	فَأُو۟لَٰٓئِكَ	rslt	جواب الشرط	no-case:جواب الشرط:DEM
2:230:1	فَإِن	root	root	non-nominal-pos:COND:root
2:230:3	فَلَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:230:12	فَإِن	root	root	non-nominal-pos:COND:root
2:230:14	فَلَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:230:17	أَن	link	متعلق	non-nominal-pos:SUB:متعلق
2:230:19	إِن	root	root	non-nominal-pos:COND:root
2:230:21	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:231:11	وَلَا	root	root	non-nominal-pos:PRO:root
2:231:15	وَمَن	root	root	non-nominal-pos:COND:root
2:231:18	فَقَدْ	rslt	جواب الشرط	non-nominal-pos:CERT:جواب الشرط
2:231:21	وَلَا	root	root	non-nominal-pos:PRO:root
2:232:6	فَلَا	rslt	جواب الشرط	non-nominal-pos:PRO:جواب الشرط
2:232:8	أَن	link	متعلق	non-nominal-pos:SUB:متعلق
2:232:32	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
2:233:8	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:233:11	وَعَلَى	Pred	خبر	prep-in-nominal-slot:خبر
2:233:17	لَا	root	root	non-nominal-pos:NEG:root
2:233:20	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
2:233:22	لَا	root	root	non-nominal-pos:NEG:root
2:233:26	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
2:233:34	فَإِنْ	root	root	non-nominal-pos:COND:root
2:233:41	فَلَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:233:44	وَإِنْ	root	root	non-nominal-pos:COND:root
2:233:46	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:233:49	فَلَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:234:14	فَلَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:235:1	وَلَا	root	root	non-nominal-pos:NEG:root
2:235:18	وَلَٰكِن	root	root	non-nominal-pos:AMD:root
2:235:19	لَّا	amd	استدراك	non-nominal-pos:PRO:استدراك
2:235:22	إِلَّآ	exp	مستثني	non-nominal-pos:EXP:مستثني
2:235:23	أَن	root	root	non-nominal-pos:SUB:root
2:235:27	وَلَا	root	root	non-nominal-pos:PRO:root
2:236:1	لَّا	root	root	non-nominal-pos:NEG:root
2:236:4	إِن	root	root	non-nominal-pos:COND:root
2:236:7	مَا	root	root	non-nominal-pos:SUB:root
2:236:8	لَمْ	sub	صلة	non-nominal-pos:NEG:صلة
2:237:1	وَإِن	root	root	non-nominal-pos:COND:root
2:237:5	أَن	Poss	مضاف إليه	non-nominal-pos:SUB:مضاف إليه
2:237:7	وَقَدْ	circ	حال	non-nominal-pos:CERT:حال
2:237:14	إِلَّآ	exp	مستثني	non-nominal-pos:EXP:مستثني
2:237:15	أَن	link	متعلق	non-nominal-pos:SUB:متعلق
2:237:23	وَأَن	root	root	non-nominal-pos:SUB:root
2:237:27	وَلَا	root	root	non-nominal-pos:PRO:root
2:239:1	فَإِنْ	root	root	non-nominal-pos:COND:root
2:239:10	كَمَا	gen	مجرور	non-nominal-pos:SUB:مجرور
2:239:13	لَمْ	sub	صلة	non-nominal-pos:NEG:صلة
2:240:13	فَإِنْ	root	root	non-nominal-pos:COND:root
2:240:15	فَلَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:243:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
2:243:27	لَا	pred <<lakun>>	خبر لاكن	non-nominal-pos:NEG:خبر لاكن
2:245:1	مَّن	root	root	non-nominal-pos:INTG:root
2:246:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
2:246:8	مِنۢ	App	بدل	tabi-non-nominal:P:بدل
2:246:23	هَلْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
2:246:25	إِن	root	root	non-nominal-pos:COND:root
2:246:29	أَلَّا	pred <<easaa>>	خبر عسى	non-nominal-pos:SUB:خبر عسى
2:246:32	وَمَا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
2:246:34	أَلَّا	root	root	non-nominal-pos:SUB:root
2:246:39	وَقَدْ	circ	حال	non-nominal-pos:CERT:حال
2:246:49	إِلَّا	root	root	non-nominal-pos:EXP:root
2:247:6	قَدْ	pred<<in>>	خبر إن	non-nominal-pos:CERT:خبر إن
2:247:12	أَنَّىٰ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
2:247:21	وَلَمْ	root	root	non-nominal-pos:NEG:root
2:248:7	أَن	pred<<in>>	خبر إن	non-nominal-pos:SUB:خبر إن
2:248:9	ٱلتَّابُوتُ	Subj	مفعول به	case-conflict:مفعول به
2:248:22	ٱلْمَلَٰٓئِكَةُ	Subj	مفعول به	case-conflict:مفعول به
2:248:28	إِن	root	root	non-nominal-pos:COND:root
2:249:10	فَمَن	root	root	non-nominal-pos:COND:root
2:249:15	وَمَن	root	root	non-nominal-pos:COND:root
2:249:16	لَّمْ	cond	شرط	non-nominal-pos:NEG:شرط
2:249:20	إِلَّا	root	root	non-nominal-pos:EXP:root
2:249:27	إِلَّا	root	root	non-nominal-pos:EXP:root
2:249:37	لَا	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
2:249:49	كَم	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
2:251:14	وَلَوْلَا	root	root	non-nominal-pos:COND:root
2:253:22	وَلَوْ	root	root	non-nominal-pos:COND:root
2:253:25	مَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:253:34	ٱلْبَيِّنَٰتُ	Subj	مفعول به	case-conflict:مفعول به
2:253:35	وَلَٰكِنِ	root	root	non-nominal-pos:AMD:root
2:253:43	وَلَوْ	root	root	non-nominal-pos:COND:root
2:253:46	مَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
2:254:9	أَن	Poss	مضاف إليه	non-nominal-pos:SUB:مضاف إليه
2:254:12	لَّا	Adj	صفة	tabi-non-nominal:NEG:صفة
2:254:13	بَيْعٌ	subj <<la>>	اسم لا	case-conflict:اسم لا
2:254:15	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
2:254:16	خُلَّةٌ	subj <<la>>	اسم لا	case-conflict:اسم لا
2:254:17	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
2:254:18	شَفَٰعَةٌ	subj <<la>>	اسم لا	case-conflict:اسم لا
2:255:2	لَآ	Pred	خبر	non-nominal-pos:NEG:خبر
2:255:4	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
2:255:8	لَا	root	root	non-nominal-pos:NEG:root
2:255:11	وَلَا	neg	نفي	non-nominal-pos:NEG:نفي
2:255:20	مَن	root	root	non-nominal-pos:INTG:root
2:255:25	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
2:255:33	وَلَا	root	root	non-nominal-pos:NEG:root
2:255:38	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
2:255:45	وَلَا	root	root	non-nominal-pos:NEG:root
2:255:47	حِفْظُهُمَا	Subj	مفعول به	case-conflict:مفعول به
2:256:1	لَآ	root	root	non-nominal-pos:NEG:root
2:256:5	قَد	root	root	non-nominal-pos:CERT:root
2:256:10	فَمَن	root	root	non-nominal-pos:COND:root
2:256:15	فَقَدِ	rslt	جواب الشرط	non-nominal-pos:CERT:جواب الشرط
2:256:19	لَا	root	root	non-nominal-pos:NEG:root
2:258:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
2:258:9	أَنْ	link	متعلق	non-nominal-pos:SUB:متعلق
2:258:13	إِذْ	link	متعلق	no-case:متعلق:T
2:258:16	رَبِّىَ	Obj	مفعول به	case-conflict:مفعول به
2:258:40	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
2:259:11	أَنَّىٰ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
2:259:24	كَمْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
2:259:33	بَل	Obj	مفعول به	non-nominal-pos:RET:مفعول به
2:259:41	لَمْ	root	root	non-nominal-pos:NEG:root
2:259:52	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
2:260:1	وَإِذْ	link	متعلق	no-case:متعلق:T
2:260:6	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
2:260:10	أَوَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
2:260:13	بَلَىٰ	Obj	مفعول به	non-nominal-pos:ANS:مفعول به
2:260:14	وَلَٰكِن	ans	جواب	non-nominal-pos:AMD:جواب
2:262:8	لَا	root	root	non-nominal-pos:NEG:root
2:262:13	وَلَآ	neg	نفي	non-nominal-pos:NEG:نفي
2:262:19	وَلَا	root	root	non-nominal-pos:NEG:root
2:262:22	وَلَا	root	root	non-nominal-pos:NEG:root
2:262:23	هُمْ	neg	نفي	no-case:نفي:PRON
2:264:4	لَا	root	root	non-nominal-pos:PRO:root
2:264:14	وَلَا	root	root	non-nominal-pos:NEG:root
2:264:28	لَّا	root	root	non-nominal-pos:NEG:root
2:264:35	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
2:265:19	فَإِن	root	root	non-nominal-pos:COND:root
2:265:20	لَّمْ	cond	شرط	non-nominal-pos:NEG:شرط
2:266:3	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:267:9	وَمِمَّآ	conj	معطوف	tabi-non-nominal:P:معطوف
2:267:14	وَلَا	root	root	non-nominal-pos:PRO:root
2:267:21	إِلَّآ	root	root	non-nominal-pos:CERT:root
2:267:22	أَن	cert	تحقيق	non-nominal-pos:SUB:تحقيق
2:269:5	وَمَن	root	root	non-nominal-pos:COND:root
2:269:8	فَقَدْ	rslt	جواب الشرط	non-nominal-pos:CERT:جواب الشرط
2:269:12	وَمَا	root	root	non-nominal-pos:NEG:root
2:269:14	إِلَّآ	res	حصر	non-nominal-pos:RES:حصر
2:270:1	وَمَآ	root	root	non-nominal-pos:COND:root
2:270:12	وَمَا	neg	نفي	non-nominal-pos:NEG:نفي
2:271:1	إِن	root	root	non-nominal-pos:COND:root
2:271:5	هِىَ	rslt	جواب الشرط	no-case:جواب الشرط:PRON
2:271:6	وَإِن	conj	معطوف	tabi-non-nominal:COND:معطوف
2:271:10	فَهُوَ	rslt	جواب الشرط	no-case:جواب الشرط:PRON
2:272:9	وَمَا	root	root	non-nominal-pos:COND:root
2:272:14	وَمَا	root	root	non-nominal-pos:NEG:root
2:272:16	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
2:272:20	وَمَا	root	root	non-nominal-pos:COND:root
2:272:27	لَا	Pred	خبر	non-nominal-pos:PRO:خبر
2:273:7	لَا	root	root	non-nominal-pos:NEG:root
2:273:13	ٱلْجَاهِلُ	Subj	مفعول به	case-conflict:مفعول به
2:273:19	لَا	root	root	non-nominal-pos:NEG:root
2:273:23	وَمَا	root	root	non-nominal-pos:COND:root
2:274:12	وَلَا	root	root	non-nominal-pos:NEG:root
2:274:15	وَلَا	root	root	non-nominal-pos:NEG:root
2:274:16	هُمْ	neg	نفي	no-case:نفي:PRON
2:275:4	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
2:275:6	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
2:275:7	كَمَا	gen	مجرور	non-nominal-pos:SUB:مجرور
2:275:26	فَمَن	root	root	non-nominal-pos:COND:root
2:275:33	مَا	rslt	جواب الشرط	no-case:جواب الشرط:REL
2:275:38	وَمَنْ	conj	معطوف	tabi-non-nominal:COND:معطوف
2:275:40	فَأُو۟لَٰٓئِكَ	rslt	جواب الشرط	no-case:جواب الشرط:DEM
2:276:7	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
2:277:14	وَلَا	root	root	non-nominal-pos:NEG:root
2:277:17	وَلَا	root	root	non-nominal-pos:NEG:root
2:277:18	هُمْ	neg	نفي	no-case:نفي:PRON
2:278:11	إِن	root	root	non-nominal-pos:COND:root
2:279:1	فَإِن	root	root	non-nominal-pos:COND:root
2:279:2	لَّمْ	cond	شرط	non-nominal-pos:NEG:شرط
2:279:9	وَإِن	root	root	non-nominal-pos:COND:root
2:279:14	لَا	root	root	non-nominal-pos:NEG:root
2:279:16	وَلَا	conj	معطوف	tabi-non-nominal:PRO:معطوف
2:280:1	وَإِن	root	root	non-nominal-pos:COND:root
2:280:8	وَأَن	root	root	non-nominal-pos:SUB:root
2:280:12	إِن	root	root	non-nominal-pos:COND:root
2:281:14	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
2:282:15	وَلَا	root	root	non-nominal-pos:NEG:root
2:282:18	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:282:20	كَمَا	gen	مجرور	non-nominal-pos:SUB:مجرور
2:282:31	وَلَا	root	root	non-nominal-pos:PRO:root
2:282:35	فَإِن	root	root	non-nominal-pos:COND:root
2:282:44	لَا	root	root	non-nominal-pos:NEG:root
2:282:46	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:282:56	فَإِن	root	root	non-nominal-pos:COND:root
2:282:57	لَّمْ	cond	شرط	non-nominal-pos:NEG:شرط
2:282:66	أَن	root	root	non-nominal-pos:SUB:root
2:282:72	وَلَا	root	root	non-nominal-pos:NEG:root
2:282:76	مَا	cond	شرط	non-nominal-pos:SUB:شرط
2:282:78	وَلَا	root	root	non-nominal-pos:PRO:root
2:282:80	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
2:282:94	أَلَّا	root	root	non-nominal-pos:SUB:root
2:282:96	إِلَّآ	exp	مستثني	non-nominal-pos:EXP:مستثني
2:282:97	أَن	root	root	non-nominal-pos:SUB:root
2:282:106	أَلَّا	root	root	non-nominal-pos:SUB:root
2:282:111	وَلَا	root	root	non-nominal-pos:NEG:root
2:282:114	وَلَا	neg	نفي	non-nominal-pos:NEG:نفي
2:282:116	وَإِن	root	root	non-nominal-pos:COND:root
2:283:1	وَإِن	root	root	non-nominal-pos:COND:root
2:283:5	وَلَمْ	circ	حال	non-nominal-pos:NEG:حال
2:283:10	فَإِنْ	root	root	non-nominal-pos:COND:root
2:283:21	وَلَا	root	root	non-nominal-pos:PRO:root
2:283:24	وَمَن	root	root	non-nominal-pos:COND:root
2:284:8	وَإِن	root	root	non-nominal-pos:COND:root
2:285:15	لَا	root	root	non-nominal-pos:NEG:root
2:285:24	غُفْرَانَكَ	Obj	فاعل	case-conflict:فاعل
2:286:1	لَا	root	root	non-nominal-pos:NEG:root
2:286:5	إِلَّا	root	root	non-nominal-pos:EXP:root
2:286:14	لَا	root	root	non-nominal-pos:PRO:root
2:286:16	إِن	root	root	non-nominal-pos:COND:root
2:286:21	وَلَا	root	root	non-nominal-pos:PRO:root
2:286:25	كَمَا	gen	مجرور	non-nominal-pos:SUB:مجرور
2:286:32	وَلَا	root	root	non-nominal-pos:PRO:root
2:286:35	لَا	sub	صلة	non-nominal-pos:NEG:صلة
3:1:1	الٓمٓ	root	root	non-nominal-pos:INL:root
3:2:2	لَآ	Pred	خبر	non-nominal-pos:NEG:خبر
3:2:4	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
3:5:3	لَا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
3:5:9	وَلَا	emph	توكيد	tabi-non-nominal:NEG:توكيد
3:5:10	فِى	conj	معطوف	tabi-non-nominal:P:معطوف
3:6:6	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
3:6:8	لَآ	root	root	non-nominal-pos:NEG:root
3:6:10	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
3:7:14	فَأَمَّا	root	root	non-nominal-pos:EXL:root
3:7:15	ٱلَّذِينَ	exl	تفصيل	non-nominal-pos:COND:تفصيل
3:7:27	وَمَا	root	root	non-nominal-pos:NEG:root
3:7:29	تَأْوِيلَهُۥٓ	Obj	فاعل	case-conflict:فاعل
3:7:30	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
3:7:42	وَمَا	root	root	non-nominal-pos:NEG:root
3:7:44	إِلَّآ	res	حصر	non-nominal-pos:RES:حصر
3:8:2	لَا	root	root	non-nominal-pos:PRO:root
3:9:6	لَّا	Adj	صفة	tabi-non-nominal:NEG:صفة
3:9:11	لَا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
3:10:4	لَن	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
3:10:8	وَلَآ	emph	توكيد	tabi-non-nominal:NEG:توكيد
3:13:1	قَدْ	root	root	non-nominal-pos:CERT:root
3:13:25	فِى	pred<<in>>	خبر إن	prep-in-nominal-slot:خبر إن
3:18:4	لَآ	pred<<an>>	خبر أن	non-nominal-pos:NEG:خبر أن
3:18:6	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
3:18:13	لَآ	root	root	non-nominal-pos:NEG:root
3:18:15	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
3:19:6	وَمَا	root	root	non-nominal-pos:NEG:root
3:19:11	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
3:19:16	ٱلْعِلْمُ	Subj	مفعول به	case-conflict:مفعول به
3:19:19	وَمَن	root	root	non-nominal-pos:COND:root
3:20:1	فَإِنْ	root	root	non-nominal-pos:COND:root
3:20:15	فَإِنْ	root	root	non-nominal-pos:COND:root
3:20:17	فَقَدِ	rslt	جواب الشرط	non-nominal-pos:CERT:جواب الشرط
3:20:19	وَّإِن	conj	معطوف	tabi-non-nominal:COND:معطوف
3:22:8	وَمَا	neg	نفي	non-nominal-pos:NEG:نفي
3:23:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
3:24:4	لَن	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
3:24:6	ٱلنَّارُ	Subj	مفعول به	case-conflict:مفعول به
3:24:7	إِلَّآ	res	حصر	non-nominal-pos:RES:حصر
3:25:1	فَكَيْفَ	circ	حال	non-nominal-pos:INTG:حال
3:25:2	إِذَا	link	متعلق	no-case:متعلق:T
3:25:5	لَّا	Adj	صفة	tabi-non-nominal:NEG:صفة
3:25:14	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
3:28:1	لَّا	root	root	non-nominal-pos:PRO:root
3:28:9	وَمَن	root	root	non-nominal-pos:COND:root
3:28:17	إِلَّآ	res	حصر	non-nominal-pos:RES:حصر
3:28:18	أَن	prp	المفعول لأجله	non-nominal-pos:SUB:المفعول لأجله
3:29:2	إِن	Obj	مفعول به	non-nominal-pos:COND:مفعول به
3:30:15	لَوْ	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
